District Code,SchoolCode,FAFSA SchoolName,ERDC SchoolTTL,FAFSA District,ERDC DistrictTTL,Horizons Partner,District,School,Students,Unmatched,Errors,NoSignature,Completed,School District Name,Year,Percent
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,81,81,0,0,0,Highline School District,2022-23,0
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,146,115,0,0,31,Highline School District,2014-15,0.212328767
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,128,53,0,0,73,Hockinson School District,2016-17,0.573
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,143,78,0,0,64,Hockinson School District,2020-21,0.445
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,171,88,0,0,82,Hockinson School District,2019-20,0.48
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,167,97,0,0,68,Hockinson School District,2017-18,0.407
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,151,83,0,0,66,Hockinson School District,2021-22,0.439
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,139,63,0,0,76,Hockinson School District,2018-19,0.547
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,168,78,0,0,90,Hockinson School District,2014-15,0.535714286
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,167,75,0,0,92,Hockinson School District,2015-16,0.550898204
06098,4568,Hockinson High School,Hockinson High School,Hockinson School District,Hockinson,ESD 112,Hockinson School District,Hockinson High School,153,90,0,0,63,Hockinson School District,2022-23,0.411764706
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,56,29,0,0,26,Ocean Beach School District,2018-19,0.459
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,46,24,0,0,20,Ocean Beach School District,2020-21,0.431
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,58,37,0,0,18,Ocean Beach School District,2021-22,0.304
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,54,16,0,0,32,Ocean Beach School District,2017-18,0.592
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,69,27,0,0,38,Ocean Beach School District,2019-20,0.544
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,54,18,0,0,34,Ocean Beach School District,2016-17,0.627
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,62,36,0,0,26,Ocean Beach School District,2014-15,0.419354839
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,57,19,0,0,38,Ocean Beach School District,2022-23,0.666666667
25101,4220,Ilwaco High School,Ilwaco High School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ilwaco High School,60,29,0,0,31,Ocean Beach School District,2015-16,0.516666667
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,57,38,0,0,31,Federal Way School District,2016-17,0.543
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,34,34,0,0,23,Federal Way School District,2019-20,0.672
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,82,56,0,0,52,Federal Way School District,2021-22,0.64
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,29,18,0,0,18,Federal Way School District,2018-19,0.635
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,39,28,0,0,25,Federal Way School District,2017-18,0.637
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,43,22,0,0,27,Federal Way School District,2020-21,0.639
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,47,47,0,0,0,Federal Way School District,2015-16,0
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,73,44,0,0,29,Federal Way School District,2022-23,0.397260274
17210,1759,Internet Academy,Internet Academy,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Internet Academy,47,47,0,0,0,Federal Way School District,2014-15,0
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,10,0,0,0,3,North Mason School District,2021-22,0.286
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,17,17,0,0,6,North Mason School District,2018-19,0.335
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,10,0,0,0,3,North Mason School District,2019-20,0.314
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,20,20,0,0,7,North Mason School District,2016-17,0.333
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,21,21,0,0,6,North Mason School District,2020-21,0.281
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,11,11,0,0,4,North Mason School District,2017-18,0.381
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,20,20,0,0,0,North Mason School District,2022-23,0
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,0,0,0,0,0,North Mason School District,2015-16,0
23403,1680,James A. Taylor High School,James A. Taylor High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,James A. Taylor High School,15,15,0,0,0,North Mason School District,2014-15,0
08402,5545,Kalama High School,Kalama High School,Kalama School District,Kalama,ESD 112,Kalama School District,Kalama High School,71,45,0,0,24,Kalama School District,2019-20,0.342
08402,5545,Kalama High School,Kalama High School,Kalama School District,Kalama,ESD 112,Kalama School District,Kalama High School,72,53,0,0,19,Kalama School District,2021-22,0.26
08402,5545,Kalama High School,Kalama High School,Kalama School District,Kalama,ESD 112,Kalama School District,Kalama High School,67,34,0,0,33,Kalama School District,2018-19,0.493
08402,5545,Kalama High School,Kalama High School,Kalama School District,Kalama,ESD 112,Kalama School District,Kalama High School,70,36,0,0,34,Kalama School District,2017-18,0.483
08402,5545,Kalama High School,Kalama High School,Kalama School District,Kalama,ESD 112,Kalama School District,Kalama High School,61,36,0,0,25,Kalama School District,2020-21,0.41
08402,5545,Kalama High School,Kalama High School,Kalama School District,Kalama,ESD 112,Kalama School District,Kalama High School,73,34,0,0,39,Kalama School District,2022-23,0.534246575
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,149,71,0,0,81,North Kitsap School District,2021-22,0.545
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,157,63,0,0,91,North Kitsap School District,2016-17,0.577
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,147,73,0,0,76,North Kitsap School District,2020-21,0.518
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,129,73,0,0,63,North Kitsap School District,2019-20,0.49
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,170,74,0,0,94,North Kitsap School District,2017-18,0.554
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,190,110,0,0,97,North Kitsap School District,2018-19,0.509
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,161,51,0,0,110,North Kitsap School District,2014-15,0.683229814
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,160,77,0,0,83,North Kitsap School District,2015-16,0.51875
18400,5085,Kingston High School,Kingston High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,Kingston High School,139,79,0,0,60,North Kitsap School District,2022-23,0.431654676
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,137,67,0,0,55,Central Kitsap School District,2020-21,0.4
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,132,61,0,0,62,Central Kitsap School District,2017-18,0.472
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,138,74,0,0,57,Central Kitsap School District,2016-17,0.41
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,134,50,0,0,64,Central Kitsap School District,2018-19,0.479
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,131,64,0,0,59,Central Kitsap School District,2019-20,0.451
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,120,72,0,0,48,Central Kitsap School District,2021-22,0.396
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,127,61,0,0,66,Central Kitsap School District,2022-23,0.519685039
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,154,72,0,0,82,Central Kitsap School District,2014-15,0.532467532
18401,4509,Klahowya Secondary,Klahowya Secondary,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Klahowya Secondary,136,63,0,0,73,Central Kitsap School District,2015-16,0.536764706
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,10,0,0,0,8,Klickitat School District,2021-22,0.833
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,10,0,0,0,10,Klickitat School District,2018-19,1
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,10,0,0,0,2,Klickitat School District,2017-18,0.2
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,0,0,0,0,,Klickitat School District,2020-21,
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,10,0,0,0,6,Klickitat School District,2019-20,0.571
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,10,0,0,0,10,Klickitat School District,2016-17,1
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,0,0,0,0,0,Klickitat School District,2015-16,0
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,0,0,0,0,0,Klickitat School District,2022-23,0
20402,3494,Klickitat Elem & High,Klickitat Elem & High,Klickitat School District,Klickitat,ESD 112,Klickitat School District,Klickitat Elem & High,0,0,0,0,0,Klickitat School District,2014-15,0
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,15,15,0,0,8,Port Angeles School District,2017-18,0.543
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,20,20,0,0,11,Port Angeles School District,2018-19,0.555
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,29,16,0,0,19,Walla Walla School District,2018-19,0.642
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,20,20,0,0,9,Walla Walla School District,2020-21,0.471
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,37,24,0,0,20,Walla Walla School District,2019-20,0.534
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,21,21,0,0,11,Port Angeles School District,2016-17,0.527
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,12,12,0,0,6,Walla Walla School District,2021-22,0.501
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,33,20,0,0,22,Walla Walla School District,2016-17,0.652
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,19,19,0,0,8,Port Angeles School District,2020-21,0.428
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,23,23,0,0,11,Port Angeles School District,2019-20,0.475
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,41,30,0,0,26,Walla Walla School District,2017-18,0.635
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,15,15,0,0,6,Port Angeles School District,2021-22,0.427
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,11,11,0,0,0,Port Angeles School District,2022-23,0
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,19,19,0,0,0,Walla Walla School District,2022-23,0
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,56,38,0,0,18,Walla Walla School District,2014-15,0.321428571
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,16,16,0,0,0,Port Angeles School District,2015-16,0
05121,4003,Lincoln High School,Lincoln High School (Port Angeles),Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Lincoln High School,25,25,0,0,0,Port Angeles School District,2014-15,0
36140,4071,Lincoln High School,Lincoln Alternative High School,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,Lincoln High School,44,25,0,0,19,Walla Walla School District,2015-16,0.431818182
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,10,0,0,0,5,Lyle School District,2019-20,0.5
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,11,0,0,0,8,Lyle School District,2016-17,0.688
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,10,0,0,0,6,Lyle School District,2018-19,0.6
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,10,0,0,0,2,Lyle School District,2020-21,0.214
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,10,0,0,0,6,Lyle School District,2021-22,0.636
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,14,0,0,0,9,Lyle School District,2017-18,0.609
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,0,0,0,0,0,Lyle School District,2015-16,0
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,14,14,0,0,0,Lyle School District,2022-23,0
20406,3111,Lyle High School,Lyle High School,Lyle School District,Lyle,ESD 112,Lyle School District,Lyle High School,0,0,0,0,0,Lyle School District,2014-15,0
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,338,145,0,0,188,Highline School District,2018-19,0.557
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,340,173,0,0,161,Highline School District,2020-21,0.473
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,378,161,0,0,195,Highline School District,2016-17,0.517
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,353,133,0,0,210,Highline School District,2017-18,0.595
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,356,151,0,0,185,Highline School District,2021-22,0.521
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,378,170,0,0,197,Highline School District,2019-20,0.52
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,319,130,0,0,189,Highline School District,2015-16,0.592476489
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,454,211,0,0,243,Highline School District,2022-23,0.535242291
17401,3279,Mount Rainier High School,Mount Rainier High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Mount Rainier High School,339,175,0,0,164,Highline School District,2014-15,0.483775811
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,16,0,0,0,11,Naselle-Grays River Valley School District,2021-22,0.68
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,11,11,0,0,4,Naselle-Grays River Valley School District,2020-21,0.4
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,18,0,0,0,6,Naselle-Grays River Valley School District,2016-17,0.36
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,19,0,0,0,8,Naselle-Grays River Valley School District,2019-20,0.442
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,13,0,0,0,3,Naselle-Grays River Valley School District,2017-18,0.265
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,17,0,0,0,11,Naselle-Grays River Valley School District,2018-19,0.621
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,13,0,0,0,13,Naselle-Grays River Valley School District,2022-23,1
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,14,0,0,0,14,Naselle-Grays River Valley School District,2014-15,1
25155,3295,Naselle Jr Sr High Schools,Naselle Jr./Sr. High School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Jr Sr High Schools,15,0,0,0,15,Naselle-Grays River Valley School District,2015-16,1
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,10,0,0,0,7,Naselle-Grays River Valley School District,2021-22,0.68
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,10,0,0,0,4,Naselle-Grays River Valley School District,2020-21,0.4
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,23,23,0,0,8,Naselle-Grays River Valley School District,2016-17,0.36
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,17,17,0,0,8,Naselle-Grays River Valley School District,2019-20,0.442
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,30,30,0,0,8,Naselle-Grays River Valley School District,2017-18,0.265
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,10,0,0,0,6,Naselle-Grays River Valley School District,2018-19,0.621
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,0,0,0,0,0,Naselle-Grays River Valley School District,2022-23,0
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,21,21,0,0,0,Naselle-Grays River Valley School District,2014-15,0
25155,3599,Naselle Youth Camp School,Naselle Youth Camp School,Naselle-Grays River Valley School District,Naselle-Grays River Valley,ESD 112,Naselle-Grays River Valley School District,Naselle Youth Camp School,16,16,0,0,0,Naselle-Grays River Valley School District,2015-16,0
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,14,0,0,0,8,Cape Flattery School District,2019-20,0.56
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,23,0,0,0,17,Cape Flattery School District,2021-22,0.727
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,19,0,0,0,13,Cape Flattery School District,2017-18,0.667
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,18,0,0,0,13,Cape Flattery School District,2016-17,0.714
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,33,13,0,0,19,Cape Flattery School District,2020-21,0.571
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,13,0,0,0,9,Cape Flattery School District,2018-19,0.69
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,27,14,0,0,13,Cape Flattery School District,2015-16,0.481481481
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,19,0,0,0,19,Cape Flattery School District,2014-15,1
05401,3145,Neah Bay Junior/ Senior High School,Neah Bay Jr./Sr. High School,Cape Flattery School District,Cape Flattery,West Sound STEM,Cape Flattery School District,Neah Bay Junior/ Senior High School,17,0,0,0,17,Cape Flattery School District,2022-23,1
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,237,101,0,0,129,North Kitsap School District,2021-22,0.545
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,259,109,0,0,149,North Kitsap School District,2016-17,0.577
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,229,104,0,0,119,North Kitsap School District,2020-21,0.518
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,269,125,0,0,132,North Kitsap School District,2019-20,0.49
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,233,99,0,0,129,North Kitsap School District,2017-18,0.554
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,293,125,0,0,149,North Kitsap School District,2018-19,0.509
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,285,135,0,0,150,North Kitsap School District,2014-15,0.526315789
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,263,127,0,0,136,North Kitsap School District,2015-16,0.517110266
