District Code,SchoolCode,FAFSA SchoolName,ERDC SchoolTTL,FAFSA District,ERDC DistrictTTL,Horizons Partner,District,School,Students,Unmatched,Errors,NoSignature,Completed,School District Name,Year,Percent
16048,5081,Crossroads Community School,Crossroads Alternative High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Crossroads Community School,10,0,0,0,3,Quilcene School District,2020-21,0.318
16048,5081,Crossroads Community School,Crossroads Alternative High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Crossroads Community School,10,0,0,0,7,Quilcene School District,2021-22,0.68
16048,5081,Crossroads Community School,Crossroads Alternative High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Crossroads Community School,0,0,0,0,0,Quilcene School District,2022-23,0
16048,5081,Crossroads Community School,Crossroads Alternative High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Crossroads Community School,0,0,0,0,0,Quilcene School District,2015-16,0
16048,5081,Crossroads Community School,Crossroads Alternative High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Crossroads Community School,0,0,0,0,0,Quilcene School District,2014-15,0
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,17,0,0,0,14,Dayton School District,2017-18,0.85
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,24,0,0,0,18,Dayton School District,2018-19,0.75
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,26,13,0,0,12,Dayton School District,2020-21,0.467
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,23,12,0,0,11,Dayton School District,2019-20,0.478
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,28,0,0,0,21,Dayton School District,2016-17,0.737
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,10,0,0,0,5,Dayton School District,2021-22,0.529
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,0,0,0,0,0,Dayton School District,2022-23,0
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,39,15,0,0,24,Dayton School District,2014-15,0.615384615
07002,2302,Dayton High School,Dayton High School,Dayton School District,Dayton,United Way of the Blue Mountains,Dayton School District,Dayton High School,15,15,0,0,0,Dayton School District,2015-16,0
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,309,132,0,0,168,Federal Way School District,2016-17,0.543
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,331,77,13,0,222,Federal Way School District,2019-20,0.672
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,304,46,14,11,195,Federal Way School District,2021-22,0.64
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,300,74,0,12,191,Federal Way School District,2018-19,0.635
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,258,55,0,0,164,Federal Way School District,2017-18,0.637
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,291,56,19,0,186,Federal Way School District,2020-21,0.639
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,311,146,0,0,165,Federal Way School District,2015-16,0.530546624
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,238,31,17,0,190,Federal Way School District,2022-23,0.798319328
17210,3766,Decatur High School,Decatur High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Decatur High School,293,127,0,0,166,Federal Way School District,2014-15,0.566552901
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,95,76,0,0,42,South Kitsap School District,2016-17,0.44
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,73,62,0,0,32,South Kitsap School District,2017-18,0.439
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,59,48,0,0,27,South Kitsap School District,2018-19,0.459
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,53,53,0,0,22,South Kitsap School District,2019-20,0.42
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,95,80,0,0,34,South Kitsap School District,2021-22,0.356
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,52,52,0,0,19,South Kitsap School District,2020-21,0.357
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,76,76,0,0,0,South Kitsap School District,2022-23,0
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,77,60,0,0,17,South Kitsap School District,2014-15,0.220779221
18402,3899,Discovery,Discovery,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Discovery,86,64,0,0,22,South Kitsap School District,2015-16,0.255813953
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,10,0,0,0,2,Quillayute Valley School District,2018-19,0.198
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,10,0,0,0,2,Quillayute Valley School District,2017-18,0.193
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,10,0,0,0,3,Quillayute Valley School District,2016-17,0.254
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,10,0,0,0,2,Quillayute Valley School District,2021-22,0.189
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,10,0,0,0,2,Quillayute Valley School District,2019-20,0.192
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,10,0,0,0,2,Quillayute Valley School District,2020-21,0.172
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,0,0,0,0,0,Quillayute Valley School District,2014-15,0
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,0,0,0,0,0,Quillayute Valley School District,2022-23,0
05402,1671,District Run Home School,District Run Home School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,District Run Home School,0,0,0,0,0,Quillayute Valley School District,2015-16,0
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,35,17,0,0,19,Bainbridge Island School District,2016-17,0.553
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,10,0,0,0,6,Bainbridge Island School District,2019-20,0.639
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,24,24,0,0,14,Bainbridge Island School District,2021-22,0.601
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,10,0,0,0,6,Bainbridge Island School District,2017-18,0.585
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,26,12,0,0,16,Bainbridge Island School District,2020-21,0.601
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,24,24,0,0,15,Bainbridge Island School District,2018-19,0.629
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,54,33,0,0,21,Bainbridge Island School District,2014-15,0.388888889
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,26,15,0,0,11,Bainbridge Island School District,2022-23,0.423076923
18303,1935,Eagle Harbor High School,Eagle Harbor High School,Bainbridge Island School District,Bainbridge Island,West Sound STEM,Bainbridge Island School District,Eagle Harbor High School,28,28,0,0,0,Bainbridge Island School District,2015-16,0
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,40,40,0,0,22,Federal Way School District,2016-17,0.543
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,14,14,0,0,9,Federal Way School District,2019-20,0.672
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,10,0,0,0,6,Federal Way School District,2021-22,0.64
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,10,0,0,0,6,Federal Way School District,2018-19,0.635
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,10,0,0,0,6,Federal Way School District,2017-18,0.637
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,10,0,0,0,6,Federal Way School District,2020-21,0.639
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,43,43,0,0,0,Federal Way School District,2015-16,0
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,11,11,0,0,0,Federal Way School District,2022-23,0
17210,1950,Employment Transition Program,Employment Transition Program,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Employment Transition Program,29,29,0,0,0,Federal Way School District,2014-15,0
17401,3099,Evergreen High School,Evergreen High School (Highline),Highline School District,Highline,Puget Sound ESD,Highline School District,Evergreen High School,196,81,0,0,109,Highline School District,2018-19,0.557
17401,3099,Evergreen High School,Evergreen High School (Highline),Highline School District,Highline,Puget Sound ESD,Highline School District,Evergreen High School,204,89,0,0,96,Highline School District,2020-21,0.473
17401,3099,Evergreen High School,Evergreen High School (Highline),Highline School District,Highline,Puget Sound ESD,Highline School District,Evergreen High School,202,70,0,0,120,Highline School District,2017-18,0.595
17401,3099,Evergreen High School,Evergreen High School (Highline),Highline School District,Highline,Puget Sound ESD,Highline School District,Evergreen High School,235,87,15,0,122,Highline School District,2021-22,0.521
17401,3099,Evergreen High School,Evergreen High School (Highline),Highline School District,Highline,Puget Sound ESD,Highline School District,Evergreen High School,201,84,0,0,105,Highline School District,2019-20,0.52
17401,3099,Evergreen High School,Evergreen High School (Highline),Highline School District,Highline,Puget Sound ESD,Highline School District,Evergreen High School,209,85,0,0,124,Highline School District,2022-23,0.593301435
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,19,19,0,0,8,South Kitsap School District,2016-17,0.44
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,26,26,0,0,11,South Kitsap School District,2017-18,0.439
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,20,20,0,0,9,South Kitsap School District,2018-19,0.459
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,24,24,0,0,10,South Kitsap School District,2019-20,0.42
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,33,33,0,0,12,South Kitsap School District,2021-22,0.356
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,69,53,0,0,25,South Kitsap School District,2020-21,0.357
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,59,43,0,0,16,South Kitsap School District,2022-23,0.271186441
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,16,16,0,0,0,South Kitsap School District,2014-15,0
18402,1718,Explorer Academy,Explorer Academy,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,Explorer Academy,21,21,0,0,0,South Kitsap School District,2015-16,0
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,359,123,0,0,195,Federal Way School District,2016-17,0.543
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,352,58,18,14,237,Federal Way School District,2019-20,0.672
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,353,80,12,11,226,Federal Way School District,2021-22,0.64
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,344,87,14,0,218,Federal Way School District,2018-19,0.635
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,353,88,13,0,225,Federal Way School District,2017-18,0.637
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,358,63,18,0,229,Federal Way School District,2020-21,0.639
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,376,149,12,13,202,Federal Way School District,2015-16,0.537234043
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,356,47,0,11,298,Federal Way School District,2022-23,0.837078652
17210,2417,Federal Way High School,Federal Way High School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way High School,332,164,0,0,168,Federal Way School District,2014-15,0.506024096
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,10,0,0,0,5,Federal Way School District,2016-17,0.543
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,10,0,0,0,7,Federal Way School District,2019-20,0.672
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,10,0,0,0,6,Federal Way School District,2021-22,0.64
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,10,0,0,0,6,Federal Way School District,2018-19,0.635
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,10,0,0,0,6,Federal Way School District,2017-18,0.637
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,10,0,0,0,6,Federal Way School District,2020-21,0.639
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,0,0,0,0,0,Federal Way School District,2015-16,0
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,0,0,0,0,0,Federal Way School District,2022-23,0
17210,5107,Federal Way Running Start Home School,Federal Way Running Start Home School,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Federal Way Running Start Home School,0,0,0,0,0,Federal Way School District,2014-15,0
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,10,0,0,0,2,Quillayute Valley School District,2018-19,0.198
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,10,0,0,0,2,Quillayute Valley School District,2017-18,0.193
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,10,0,0,0,3,Quillayute Valley School District,2016-17,0.254
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,10,0,0,0,2,Quillayute Valley School District,2021-22,0.189
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,10,0,0,0,2,Quillayute Valley School District,2019-20,0.192
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,10,0,0,0,2,Quillayute Valley School District,2020-21,0.172
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,0,0,0,0,0,Quillayute Valley School District,2014-15,0
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,0,0,0,0,0,Quillayute Valley School District,2022-23,0
05402,1500,Forks Alternative School,Forks Alternative School,Quillayute Valley School District,Quillayute Valley,West Sound STEM,Quillayute Valley School District,Forks Alternative School,0,0,0,0,0,Quillayute Valley School District,2015-16,0
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,179,64,0,0,113,Tukwila School District,2018-19,0.63
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,201,71,0,0,127,Tukwila School District,2016-17,0.631
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,206,41,0,0,157,Tukwila School District,2019-20,0.762
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,178,39,0,0,128,Tukwila School District,2020-21,0.721
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,170,54,0,0,111,Tukwila School District,2021-22,0.654
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,184,57,0,0,122,Tukwila School District,2017-18,0.665
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,179,47,0,0,132,Tukwila School District,2022-23,0.737430168
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,195,63,0,0,132,Tukwila School District,2015-16,0.676923077
17406,2848,Foster Senior High School,Foster Sr. High School,Tukwila School District,Tukwila,Puget Sound ESD,Tukwila School District,Foster Senior High School,218,77,0,0,141,Tukwila School District,2014-15,0.646788991
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,30,30,0,0,16,Federal Way School District,2016-17,0.543
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,10,0,0,0,7,Federal Way School District,2019-20,0.672
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,10,0,0,0,6,Federal Way School District,2021-22,0.64
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,13,13,0,0,8,Federal Way School District,2018-19,0.635
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,10,0,0,0,6,Federal Way School District,2017-18,0.637
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,10,0,0,0,6,Federal Way School District,2020-21,0.639
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,31,31,0,0,0,Federal Way School District,2015-16,0
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,0,0,0,0,0,Federal Way School District,2022-23,0
17210,5255,Gateway to College,Gateway to College,Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Gateway to College,34,34,0,0,0,Federal Way School District,2014-15,0
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,10,0,0,0,3,Glenwood School District,2018-19,0.25
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,10,0,0,0,6,Glenwood School District,2020-21,0.6
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,10,0,0,0,10,Glenwood School District,2019-20,1
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,10,0,0,0,10,Glenwood School District,2016-17,1
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,0,0,0,0,0,Glenwood School District,2021-22,0
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,10,0,0,0,5,Glenwood School District,2017-18,0.5
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,0,0,0,0,0,Glenwood School District,2022-23,0
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,0,0,0,0,0,Glenwood School District,2014-15,0
20401,3048,Glenwood Secondary,Glenwood Secondary,Glenwood School District,Glenwood,ESD 112,Glenwood School District,Glenwood Secondary,0,0,0,0,0,Glenwood School District,2015-16,0
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,237,85,0,0,132,Highline School District,2018-19,0.557
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,210,109,0,0,99,Highline School District,2020-21,0.473
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,234,105,0,0,121,Highline School District,2016-17,0.517
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,243,73,0,0,145,Highline School District,2017-18,0.595
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,213,103,0,0,111,Highline School District,2021-22,0.521
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,216,74,0,0,112,Highline School District,2019-20,0.52
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,228,86,0,0,142,Highline School District,2015-16,0.622807018
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,214,104,0,0,110,Highline School District,2022-23,0.514018692
17401,2325,Highline High School,Highline High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline High School,235,107,0,0,128,Highline School District,2014-15,0.544680851
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,10,0,0,0,6,Highline School District,2018-19,0.557
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,10,0,0,0,5,Highline School District,2020-21,0.473
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,10,0,0,0,5,Highline School District,2016-17,0.517
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,10,0,0,0,6,Highline School District,2017-18,0.595
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,10,0,0,0,5,Highline School District,2021-22,0.521
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,10,0,0,0,5,Highline School District,2019-20,0.52
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,0,0,0,0,0,Highline School District,2015-16,0
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,0,0,0,0,0,Highline School District,2022-23,0
17401,5371,Highline Home School Center,Highline Home School Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Home School Center,0,0,0,0,0,Highline School District,2014-15,0
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,57,57,0,0,32,Highline School District,2018-19,0.557
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,76,76,0,0,36,Highline School District,2020-21,0.473
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,184,169,0,0,95,Highline School District,2016-17,0.517
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,34,34,0,0,20,Highline School District,2017-18,0.595
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,60,60,0,0,31,Highline School District,2021-22,0.521
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,94,94,0,0,49,Highline School District,2019-20,0.52
17401,5370,Highline Open Doors 1418,Highline Open Doors 1418,Highline School District,Highline,Puget Sound ESD,Highline School District,Highline Open Doors 1418,193,156,0,0,37,Highline School District,2015-16,0.191709845
