SchoolYear|DistrictCode|DistrictName|FinalCohort|Graduate|CohortYearTTL|Horizons.Partner|DistrictTTL|PSEnrollLevel|Pct|Cohort Enrollment Rate|SchoolTTL|PSOrganizationTTL|Enrollees
2021-22|36250|College Place School District|143|136.422|2021|United Way of the Blue Mountains|College Place|2 Year / CTC|0.075|0.35298|District Wide|Private/OOS - 2Yr/CTC|3.7857105
2021-22|36250|College Place School District|143|136.422|2021|United Way of the Blue Mountains|College Place|4 Year|0.19|0.11448|District Wide|Private/OOS - 4Yr|3.1104216
2021-22|36250|College Place School District|143|136.422|2021|United Way of the Blue Mountains|College Place|2 Year / CTC|0.63|0.35298|District Wide|Walla Walla|31.7999682
2021-22|36250|College Place School District|143|136.422|2021|United Way of the Blue Mountains|College Place|4 Year|0.06|0.11448|District Wide|WSU|0.9822384
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|4 Year|0.11|0.214544|District Wide|EWU|2.97357984
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|2 Year / CTC|0.025|0.282808|District Wide|Other 2Yr/CTC|0.8908452
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|4 Year|0.025|0.214544|District Wide|Other 4Yr|0.6758136
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|2 Year / CTC|0.025|0.282808|District Wide|Private/OOS - 2Yr/CTC|0.8908452
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|4 Year|0.19|0.214544|District Wide|Private/OOS - 4Yr|5.13618336
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|2 Year / CTC|0.48|0.282808|District Wide|Walla Walla|17.10422784
2022-23|36250|College Place School District|126|122.8752|2022|United Way of the Blue Mountains|College Place|4 Year|0.11|0.214544|District Wide|WSU|2.97357984
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|4 Year|0.025|0.20244|District Wide|EWU|0.662991
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|2 Year / CTC|0.025|0.32776|District Wide|Other 2Yr/CTC|1.073414
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|4 Year|0.025|0.20244|District Wide|Other 4Yr|0.662991
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|2 Year / CTC|0.025|0.32776|District Wide|Private/OOS - 2Yr/CTC|1.073414
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|4 Year|0.24|0.20244|District Wide|Private/OOS - 4Yr|6.3647136
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|2 Year / CTC|0.56|0.32776|District Wide|Walla Walla|24.0444736
2023-24|36250|College Place School District|131|126.284|2023|United Way of the Blue Mountains|College Place|4 Year|0.025|0.20244|District Wide|WSU|0.662991
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|2 Year / CTC|0.1|0.39837|District Wide|Olympic|0.717066
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|2 Year / CTC|0.1|0.39837|District Wide|Other 2Yr/CTC|0.717066
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|4 Year|0.1|0.09756|District Wide|Other 4Yr|0.175608
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|2 Year / CTC|0.705|0.39837|District Wide|Peninsula|5.0553153
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|2 Year / CTC|0.1|0.39837|District Wide|Private/OOS - 2Yr/CTC|0.717066
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|4 Year|0.1|0.09756|District Wide|Private/OOS - 4Yr|0.175608
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|4 Year|0.1|0.09756|District Wide|WSU|0.175608
2014-15|05313|Crescent School District|18|14.634|2014|West Sound STEM|Crescent|4 Year|0.1|0.09756|District Wide|WWU|0.175608
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|2 Year / CTC|0.1|0.3145|District Wide|Olympic|0.40885
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|2 Year / CTC|0.1|0.3145|District Wide|Other 2Yr/CTC|0.40885
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|4 Year|0.305|0.17|District Wide|Other 4Yr|0.67405
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|2 Year / CTC|0.33|0.3145|District Wide|Peninsula|1.349205
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|2 Year / CTC|0.1|0.3145|District Wide|Private/OOS - 2Yr/CTC|0.40885
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|4 Year|0.1|0.17|District Wide|Private/OOS - 4Yr|0.221
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|4 Year|0.1|0.17|District Wide|WSU|0.221
2015-16|05313|Crescent School District|13|11.05|2015|West Sound STEM|Crescent|4 Year|0.1|0.17|District Wide|WWU|0.221
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|2 Year / CTC|0.1|0.37485|District Wide|Olympic|0.562275
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|2 Year / CTC|0.1|0.37485|District Wide|Other 2Yr/CTC|0.562275
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|4 Year|0.1|0.10829|District Wide|Other 4Yr|0.162435
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|2 Year / CTC|0.54|0.37485|District Wide|Peninsula|3.036285
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|2 Year / CTC|0.1|0.37485|District Wide|Private/OOS - 2Yr/CTC|0.562275
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|4 Year|0.305|0.10829|District Wide|Private/OOS - 4Yr|0.49542675
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|4 Year|0.1|0.10829|District Wide|WSU|0.162435
2018-19|05313|Crescent School District|15|12.495|2018|West Sound STEM|Crescent|4 Year|0.1|0.10829|District Wide|WWU|0.162435
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|2 Year / CTC|0.1||District Wide|Olympic|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|2 Year / CTC|0.1||District Wide|Other 2Yr/CTC|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|4 Year|0.1||District Wide|Other 4Yr|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|2 Year / CTC|0.705||District Wide|Peninsula|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|2 Year / CTC|0.1||District Wide|Private/OOS - 2Yr/CTC|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|4 Year|0.1||District Wide|Private/OOS - 4Yr|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|4 Year|0.1||District Wide|WSU|
2023-24|05313|Crescent School District|18||2023|West Sound STEM|Crescent|4 Year|0.1||District Wide|WWU|
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.171|District Wide|CWU|0.7011
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.171|District Wide|EWU|0.7011
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.486|District Wide|Other 2Yr/CTC|1.9926
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.171|District Wide|Other 4Yr|0.7011
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.486|District Wide|Private/OOS - 2Yr/CTC|1.9926
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.171|District Wide|Private/OOS - 4Yr|0.7011
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.486|District Wide|Spokane|1.9926
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.486|District Wide|Spokane Falls|1.9926
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.171|District Wide|UW|0.7011
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.78|0.486|District Wide|Walla Walla|15.54228
2014-15|07002|Dayton School District|41|36.9|2014|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.171|District Wide|WSU|0.7011
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.23894|District Wide|CWU|0.346463
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|4 Year|0.21|0.23894|District Wide|EWU|1.4551446
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.34003|District Wide|Other 2Yr/CTC|0.4930435
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.23894|District Wide|Other 4Yr|0.346463
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.34003|District Wide|Private/OOS - 2Yr/CTC|0.4930435
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|4 Year|0.25|0.23894|District Wide|Private/OOS - 4Yr|1.732315
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.34003|District Wide|Spokane|0.4930435
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.34003|District Wide|Spokane Falls|0.4930435
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.23894|District Wide|UW|0.346463
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.38|0.34003|District Wide|Walla Walla|3.7471306
2015-16|07002|Dayton School District|29|26.651|2015|United Way of the Blue Mountains|Dayton|4 Year|0.15|0.23894|District Wide|WSU|1.039389
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2288|District Wide|CWU|0.93808
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2288|District Wide|EWU|0.93808
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.308|District Wide|Other 2Yr/CTC|1.2628
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2288|District Wide|Other 4Yr|0.93808
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.308|District Wide|Private/OOS - 2Yr/CTC|1.2628
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|4 Year|0.305|0.2288|District Wide|Private/OOS - 4Yr|2.861144
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.308|District Wide|Spokane|1.2628
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.308|District Wide|Spokane Falls|1.2628
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2288|District Wide|UW|0.93808
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.47|0.308|District Wide|Walla Walla|5.93516
2016-17|07002|Dayton School District|41|36.08|2016|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2288|District Wide|WSU|0.93808
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2464|District Wide|CWU|0.3696
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2464|District Wide|EWU|0.3696
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.2728|District Wide|Other 2Yr/CTC|0.4092
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2464|District Wide|Other 4Yr|0.3696
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.2728|District Wide|Private/OOS - 2Yr/CTC|0.4092
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|4 Year|0.15|0.2464|District Wide|Private/OOS - 4Yr|1.1088
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.2728|District Wide|Spokane|0.4092
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.2728|District Wide|Spokane Falls|0.4092
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2464|District Wide|UW|0.3696
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.57|0.2728|District Wide|Walla Walla|4.66488
2017-18|07002|Dayton School District|30|26.4|2017|United Way of the Blue Mountains|Dayton|4 Year|0.15|0.2464|District Wide|WSU|1.1088
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.18518518525|District Wide|CWU|0.500000000175
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.18518518525|District Wide|EWU|0.500000000175
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.27407407417|District Wide|Other 2Yr/CTC|0.740000000259
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.18518518525|District Wide|Other 4Yr|0.500000000175
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.27407407417|District Wide|Private/OOS - 2Yr/CTC|0.740000000259
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|4 Year|0.22|0.18518518525|District Wide|Private/OOS - 4Yr|1.100000000385
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.27407407417|District Wide|Spokane|0.740000000259
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.27407407417|District Wide|Spokane Falls|0.740000000259
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.18518518525|District Wide|UW|0.500000000175
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.33|0.27407407417|District Wide|Walla Walla|2.4420000008547
2018-19|07002|Dayton School District|27|20|2018|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.18518518525|District Wide|WSU|0.500000000175
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2376|District Wide|CWU|0.33264
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2376|District Wide|EWU|0.33264
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.352|District Wide|Other 2Yr/CTC|0.4928
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2376|District Wide|Other 4Yr|0.33264
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.352|District Wide|Private/OOS - 2Yr/CTC|0.4928
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|4 Year|0.245|0.2376|District Wide|Private/OOS - 4Yr|1.629936
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.352|District Wide|Spokane|0.4928
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.05|0.352|District Wide|Spokane Falls|0.4928
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|4 Year|0.05|0.2376|District Wide|UW|0.33264
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.5|0.352|District Wide|Walla Walla|4.928
2019-20|07002|Dayton School District|28|24.64|2019|United Way of the Blue Mountains|Dayton|4 Year|0.21|0.2376|District Wide|WSU|1.397088
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2204|District Wide|CWU|0.92568
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2204|District Wide|EWU|0.92568
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2964|District Wide|Other 2Yr/CTC|1.24488
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2204|District Wide|Other 4Yr|0.92568
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2964|District Wide|Private/OOS - 2Yr/CTC|1.24488
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|4 Year|0.46|0.2204|District Wide|Private/OOS - 4Yr|4.258128
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2964|District Wide|Spokane|1.24488
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2964|District Wide|Spokane Falls|1.24488
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2204|District Wide|UW|0.92568
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.305|0.2964|District Wide|Walla Walla|3.796884
2020-21|07002|Dayton School District|42|31.92|2020|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.2204|District Wide|WSU|0.92568
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.231|District Wide|CWU|0.6237
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.231|District Wide|EWU|0.6237
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2618|District Wide|Other 2Yr/CTC|0.70686
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.231|District Wide|Other 4Yr|0.6237
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2618|District Wide|Private/OOS - 2Yr/CTC|0.70686
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|4 Year|0.305|0.231|District Wide|Private/OOS - 4Yr|1.902285
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2618|District Wide|Spokane|0.70686
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.1|0.2618|District Wide|Spokane Falls|0.70686
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|4 Year|0.1|0.231|District Wide|UW|0.6237
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|2 Year / CTC|0.31|0.2618|District Wide|Walla Walla|2.191266
2021-22|07002|Dayton School District|27|20.79|2021|United Way of the Blue Mountains|Dayton|4 Year|0.31|0.231|District Wide|WSU|1.93347
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|4 Year|0.01|0.26939999988|District Wide|CWU|4.44509999802
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|2 Year / CTC|0.04|0.204090909|District Wide|Green River College|13.469999994
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|2 Year / CTC|0.29|0.204090909|District Wide|Highline College|97.6574999565
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|2 Year / CTC|0.07|0.204090909|District Wide|Other 2Yr/CTC|23.5724999895
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|4 Year|0.02|0.26939999988|District Wide|Other 4Yr|8.89019999604
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|2 Year / CTC|0.03|0.204090909|District Wide|Private/OOS - 2Yr/CTC|10.1024999955
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|4 Year|0.18|0.26939999988|District Wide|Private/OOS - 4Yr|80.01179996436
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|2 Year / CTC|0.02|0.204090909|District Wide|Tacoma|6.734999997
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|4 Year|0.22|0.26939999988|District Wide|UW|97.79219995644
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|4 Year|0.08|0.26939999988|District Wide|WSU|35.56079998416
2014-15|17210|Federal Way School District|1650|1347|2014|Puget Sound ESD|Federal Way|4 Year|0.04|0.26939999988|District Wide|WWU|17.78039999208
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|4 Year|0.03|0.2984501844|District Wide|CWU|14.558399995032
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|2 Year / CTC|0.06|0.2238376383|District Wide|Green River College|21.837599992548
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|2 Year / CTC|0.26|0.2238376383|District Wide|Highline College|94.629599967708
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|2 Year / CTC|0.08|0.2238376383|District Wide|Other 2Yr/CTC|29.116799990064
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|4 Year|0.02|0.2984501844|District Wide|Other 4Yr|9.705599996688
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|2 Year / CTC|0.03|0.2238376383|District Wide|Private/OOS - 2Yr/CTC|10.918799996274
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|4 Year|0.18|0.2984501844|District Wide|Private/OOS - 4Yr|87.350399970192
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|2 Year / CTC|0.03|0.2238376383|District Wide|Tacoma|10.918799996274
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|4 Year|0.22|0.2984501844|District Wide|UW|106.761599963568
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|4 Year|0.04|0.2984501844|District Wide|WSU|19.411199993376
2015-16|17210|Federal Way School District|1626|1348|2015|Puget Sound ESD|Federal Way|4 Year|0.06|0.2984501844|District Wide|WWU|29.116799990064
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|4 Year|0.05|0.3258470949|District Wide|CWU|26.638000008075
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|2 Year / CTC|0.04|0.2229480123|District Wide|Green River College|14.58080000442
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|2 Year / CTC|0.24|0.2229480123|District Wide|Highline College|87.48480002652
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|2 Year / CTC|0.06|0.2229480123|District Wide|Other 2Yr/CTC|21.87120000663
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|4 Year|0.02|0.3258470949|District Wide|Other 4Yr|10.65520000323
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|2 Year / CTC|0.05|0.2229480123|District Wide|Private/OOS - 2Yr/CTC|18.226000005525
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|4 Year|0.23|0.3258470949|District Wide|Private/OOS - 4Yr|122.534800037145
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|2 Year / CTC|0.03|0.2229480123|District Wide|Tacoma|10.935600003315
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|4 Year|0.19|0.3258470949|District Wide|UW|101.224400030685
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|4 Year|0.04|0.3258470949|District Wide|WSU|21.31040000646
2016-17|17210|Federal Way School District|1635|1402|2016|Puget Sound ESD|Federal Way|4 Year|0.04|0.3258470949|District Wide|WWU|21.31040000646
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|4 Year|0.07|0.31328413272|District Wide|CWU|35.6579999861904
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|2 Year / CTC|0.04|0.2175584255|District Wide|Green River College|14.14999999452
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|2 Year / CTC|0.25|0.2175584255|District Wide|Highline College|88.43749996575
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|2 Year / CTC|0.07|0.2175584255|District Wide|Other 2Yr/CTC|24.76249999041
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|4 Year|0.02|0.31328413272|District Wide|Other 4Yr|10.1879999960544
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|2 Year / CTC|0.04|0.2175584255|District Wide|Private/OOS - 2Yr/CTC|14.14999999452
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|4 Year|0.21|0.31328413272|District Wide|Private/OOS - 4Yr|106.973999958571
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|2 Year / CTC|0.02|0.2175584255|District Wide|Tacoma|7.07499999726
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|4 Year|0.22|0.31328413272|District Wide|UW|112.067999956598
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|4 Year|0.03|0.31328413272|District Wide|WSU|15.2819999940816
2017-18|17210|Federal Way School District|1626|1415|2017|Puget Sound ESD|Federal Way|4 Year|0.03|0.31328413272|District Wide|WWU|15.2819999940816
2018-19|17210|Federal Way School District|1545|1363|2018|Puget Sound ESD|Federal Way|4 Year|0.05|0.29112621351|District Wide|CWU|22.4894999936475
2018-19|17210|Federal Way School District|1545|1363|2018|Puget Sound ESD|Federal Way|2 Year / CTC|0.06|0.22937216822|District Wide|Green River College|21.262799993994
2018-19|17210|Federal Way School District|1545|1363|2018|Puget Sound ESD|Federal Way|2 Year / CTC|0.26|0.22937216822|District Wide|Highline College|92.138799973974
