SchoolYear|DistrictCode|DistrictName|FinalCohort|Graduate|CohortYearTTL|Horizons.Partner|DistrictTTL|PSEnrollLevel|Pct|Cohort Enrollment Rate|SchoolTTL|PSOrganizationTTL|Enrollees
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Ferndale|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Grandview|2 Year / CTC|0.18||District Wide|Columbia Basin|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Issaquah|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Lake Chelan|2 Year / CTC|0.26||District Wide|Wenatchee Valley|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Marysville|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Nine Mile Falls|2 Year / CTC|0.21||District Wide|Spokane Falls|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Okanogan|4 Year|0.2||District Wide|EWU|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Palouse|4 Year|0.38||District Wide|WSU|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Peninsula|2 Year / CTC|0.17||District Wide|Tacoma|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Pullman|2 Year / CTC|0.12||District Wide|Spokane Falls|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Renton|2 Year / CTC|0.25||District Wide|Bellevue|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Richland|4 Year|0.34||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Royal|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Snoqualmie Valley|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|South Bend|4 Year|0.3||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Spokane|2 Year / CTC|0.18||District Wide|Spokane Falls|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Spokane|4 Year|0.31||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Sumner|2 Year / CTC|0.17||District Wide|Pierce College|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Sunnyside|4 Year|0.23||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Tenino|2 Year / CTC|0.17||District Wide|Centralia|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Tonasket|4 Year|0.36||District Wide|Private/OOS - 4Yr|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Toppenish|2 Year / CTC|0.17||District Wide|Yakima Valley College|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Tumwater|2 Year / CTC|0.2||District Wide|South Puget Sound|
2022-23|25101|Ocean Beach School District|0|0|2022|ESD 112|Wahluke|2 Year / CTC|0.2||District Wide|Columbia Basin|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Bellevue|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Chehalis|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Colfax|4 Year|0.62||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Colville|2 Year / CTC|0.09||District Wide|Spokane Falls|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Elma|4 Year|0.15||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Ferndale|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Grandview|2 Year / CTC|0.18||District Wide|Columbia Basin|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Issaquah|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Lake Chelan|2 Year / CTC|0.26||District Wide|Wenatchee Valley|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Marysville|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Nine Mile Falls|2 Year / CTC|0.21||District Wide|Spokane Falls|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Okanogan|4 Year|0.2||District Wide|EWU|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Palouse|4 Year|0.38||District Wide|WSU|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Peninsula|2 Year / CTC|0.17||District Wide|Tacoma|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Pullman|2 Year / CTC|0.12||District Wide|Spokane Falls|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Renton|2 Year / CTC|0.25||District Wide|Bellevue|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Richland|4 Year|0.34||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Royal|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Snoqualmie Valley|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|South Bend|4 Year|0.3||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Spokane|2 Year / CTC|0.18||District Wide|Spokane Falls|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Spokane|4 Year|0.31||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Sumner|2 Year / CTC|0.17||District Wide|Pierce College|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Sunnyside|4 Year|0.23||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Tenino|2 Year / CTC|0.17||District Wide|Centralia|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Tonasket|4 Year|0.36||District Wide|Private/OOS - 4Yr|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Toppenish|2 Year / CTC|0.17||District Wide|Yakima Valley College|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Tumwater|2 Year / CTC|0.2||District Wide|South Puget Sound|
2022-23|25155|Naselle-Grays River Valley School District|0|0|2022|ESD 112|Wahluke|2 Year / CTC|0.2||District Wide|Columbia Basin|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Bellevue|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Chehalis|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Colfax|4 Year|0.62||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Colville|2 Year / CTC|0.09||District Wide|Spokane Falls|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Elma|4 Year|0.15||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Ferndale|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Grandview|2 Year / CTC|0.18||District Wide|Columbia Basin|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Issaquah|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Lake Chelan|2 Year / CTC|0.26||District Wide|Wenatchee Valley|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Marysville|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Nine Mile Falls|2 Year / CTC|0.21||District Wide|Spokane Falls|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Okanogan|4 Year|0.2||District Wide|EWU|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Palouse|4 Year|0.38||District Wide|WSU|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Peninsula|2 Year / CTC|0.17||District Wide|Tacoma|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Pullman|2 Year / CTC|0.12||District Wide|Spokane Falls|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Renton|2 Year / CTC|0.25||District Wide|Bellevue|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Richland|4 Year|0.34||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Royal|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Snoqualmie Valley|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|South Bend|4 Year|0.3||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Spokane|2 Year / CTC|0.18||District Wide|Spokane Falls|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Spokane|4 Year|0.31||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Sumner|2 Year / CTC|0.17||District Wide|Pierce College|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Sunnyside|4 Year|0.23||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Tenino|2 Year / CTC|0.17||District Wide|Centralia|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Tonasket|4 Year|0.36||District Wide|Private/OOS - 4Yr|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Toppenish|2 Year / CTC|0.17||District Wide|Yakima Valley College|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Tumwater|2 Year / CTC|0.2||District Wide|South Puget Sound|
2022-23|30303|Stevenson-Carson School District|0|0|2022|ESD 112|Wahluke|2 Year / CTC|0.2||District Wide|Columbia Basin|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Bellevue|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Chehalis|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Colfax|4 Year|0.62||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Colville|2 Year / CTC|0.09||District Wide|Spokane Falls|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Elma|4 Year|0.15||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Ferndale|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Grandview|2 Year / CTC|0.18||District Wide|Columbia Basin|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Issaquah|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Lake Chelan|2 Year / CTC|0.26||District Wide|Wenatchee Valley|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Marysville|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Nine Mile Falls|2 Year / CTC|0.21||District Wide|Spokane Falls|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Okanogan|4 Year|0.2||District Wide|EWU|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Palouse|4 Year|0.38||District Wide|WSU|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Peninsula|2 Year / CTC|0.17||District Wide|Tacoma|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Pullman|2 Year / CTC|0.12||District Wide|Spokane Falls|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Renton|2 Year / CTC|0.25||District Wide|Bellevue|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Richland|4 Year|0.34||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Royal|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Snoqualmie Valley|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|South Bend|4 Year|0.3||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Spokane|2 Year / CTC|0.18||District Wide|Spokane Falls|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Spokane|4 Year|0.31||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Sumner|2 Year / CTC|0.17||District Wide|Pierce College|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Sunnyside|4 Year|0.23||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Tenino|2 Year / CTC|0.17||District Wide|Centralia|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Tonasket|4 Year|0.36||District Wide|Private/OOS - 4Yr|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Toppenish|2 Year / CTC|0.17||District Wide|Yakima Valley College|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Tumwater|2 Year / CTC|0.2||District Wide|South Puget Sound|
2022-23|35200|Wahkiakum School District|0|0|2022|ESD 112|Wahluke|2 Year / CTC|0.2||District Wide|Columbia Basin|
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Bellevue|2 Year / CTC|0.13|0.11051391862955|District Wide|Bellevue|6.7093
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Chehalis|4 Year|0.24|0.204025695931478|District Wide|Private/OOS - 4Yr|22.8672
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Colfax|4 Year|0.62|0.527066381156317|District Wide|Private/OOS - 4Yr|152.6068
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Colville|2 Year / CTC|0.09|0.0765096359743041|District Wide|Spokane Falls|3.2157
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Elma|4 Year|0.15|0.127516059957173|District Wide|Private/OOS - 4Yr|8.9325
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Ferndale|4 Year|0.24|0.204025695931478|District Wide|Private/OOS - 4Yr|22.8672
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Grandview|2 Year / CTC|0.18|0.153019271948608|District Wide|Columbia Basin|12.8628
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Issaquah|2 Year / CTC|0.13|0.11051391862955|District Wide|Bellevue|6.7093
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Lake Chelan|2 Year / CTC|0.26|0.221027837259101|District Wide|Wenatchee Valley|26.8372
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Marysville|4 Year|0.2|0.170021413276231|District Wide|Private/OOS - 4Yr|15.88
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Nine Mile Falls|2 Year / CTC|0.21|0.178522483940043|District Wide|Spokane Falls|17.5077
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Okanogan|4 Year|0.2|0.170021413276231|District Wide|EWU|15.88
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Palouse|4 Year|0.38|0.323040685224839|District Wide|WSU|57.3268
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Peninsula|2 Year / CTC|0.17|0.144518201284797|District Wide|Tacoma|11.4733
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Pullman|2 Year / CTC|0.12|0.102012847965739|District Wide|Spokane Falls|5.7168
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Renton|2 Year / CTC|0.25|0.212526766595289|District Wide|Bellevue|24.8125
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Richland|4 Year|0.34|0.289036402569593|District Wide|Private/OOS - 4Yr|45.8932
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Royal|4 Year|0.2|0.170021413276231|District Wide|Private/OOS - 4Yr|15.88
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Snoqualmie Valley|2 Year / CTC|0.13|0.11051391862955|District Wide|Bellevue|6.7093
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|South Bend|4 Year|0.3|0.255032119914347|District Wide|Private/OOS - 4Yr|35.73
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Spokane|2 Year / CTC|0.18|0.153019271948608|District Wide|Spokane Falls|12.8628
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Spokane|4 Year|0.31|0.263533190578158|District Wide|Private/OOS - 4Yr|38.1517
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Sumner|2 Year / CTC|0.17|0.144518201284797|District Wide|Pierce College|11.4733
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Sunnyside|4 Year|0.23|0.195524625267666|District Wide|Private/OOS - 4Yr|21.0013
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Tenino|2 Year / CTC|0.17|0.144518201284797|District Wide|Centralia|11.4733
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Tonasket|4 Year|0.36|0.306038543897216|District Wide|Private/OOS - 4Yr|51.4512
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Toppenish|2 Year / CTC|0.17|0.144518201284797|District Wide|Yakima Valley College|11.4733
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Tumwater|2 Year / CTC|0.2|0.170021413276231|District Wide|South Puget Sound|15.88
2022-23|36140|Walla Walla Public Schools|467|397|2022|United Way of the Blue Mountains|Wahluke|2 Year / CTC|0.2|0.170021413276231|District Wide|Columbia Basin|15.88
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Bellevue|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Chehalis|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Colfax|4 Year|0.62||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Colville|2 Year / CTC|0.09||District Wide|Spokane Falls|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Elma|4 Year|0.15||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Ferndale|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Grandview|2 Year / CTC|0.18||District Wide|Columbia Basin|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Issaquah|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Lake Chelan|2 Year / CTC|0.26||District Wide|Wenatchee Valley|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Marysville|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Nine Mile Falls|2 Year / CTC|0.21||District Wide|Spokane Falls|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Okanogan|4 Year|0.2||District Wide|EWU|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Palouse|4 Year|0.38||District Wide|WSU|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Peninsula|2 Year / CTC|0.17||District Wide|Tacoma|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Pullman|2 Year / CTC|0.12||District Wide|Spokane Falls|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Renton|2 Year / CTC|0.25||District Wide|Bellevue|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Richland|4 Year|0.34||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Royal|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Snoqualmie Valley|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|South Bend|4 Year|0.3||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Spokane|2 Year / CTC|0.18||District Wide|Spokane Falls|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Spokane|4 Year|0.31||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Sumner|2 Year / CTC|0.17||District Wide|Pierce College|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Sunnyside|4 Year|0.23||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Tenino|2 Year / CTC|0.17||District Wide|Centralia|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Tonasket|4 Year|0.36||District Wide|Private/OOS - 4Yr|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Toppenish|2 Year / CTC|0.17||District Wide|Yakima Valley College|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Tumwater|2 Year / CTC|0.2||District Wide|South Puget Sound|
2022-23|36250|College Place School District|0|0|2022|United Way of the Blue Mountains|Wahluke|2 Year / CTC|0.2||District Wide|Columbia Basin|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Bellevue|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Chehalis|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Colfax|4 Year|0.62||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Colville|2 Year / CTC|0.09||District Wide|Spokane Falls|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Elma|4 Year|0.15||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Ferndale|4 Year|0.24||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Grandview|2 Year / CTC|0.18||District Wide|Columbia Basin|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Issaquah|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Lake Chelan|2 Year / CTC|0.26||District Wide|Wenatchee Valley|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Marysville|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Nine Mile Falls|2 Year / CTC|0.21||District Wide|Spokane Falls|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Okanogan|4 Year|0.2||District Wide|EWU|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Palouse|4 Year|0.38||District Wide|WSU|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Peninsula|2 Year / CTC|0.17||District Wide|Tacoma|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Pullman|2 Year / CTC|0.12||District Wide|Spokane Falls|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Renton|2 Year / CTC|0.25||District Wide|Bellevue|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Richland|4 Year|0.34||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Royal|4 Year|0.2||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Snoqualmie Valley|2 Year / CTC|0.13||District Wide|Bellevue|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|South Bend|4 Year|0.3||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Spokane|2 Year / CTC|0.18||District Wide|Spokane Falls|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Spokane|4 Year|0.31||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Sumner|2 Year / CTC|0.17||District Wide|Pierce College|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Sunnyside|4 Year|0.23||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Tenino|2 Year / CTC|0.17||District Wide|Centralia|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Tonasket|4 Year|0.36||District Wide|Private/OOS - 4Yr|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Toppenish|2 Year / CTC|0.17||District Wide|Yakima Valley College|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Tumwater|2 Year / CTC|0.2||District Wide|South Puget Sound|
2022-23|36402|Prescott School District|0|0|2022|United Way of the Blue Mountains|Wahluke|2 Year / CTC|0.2||District Wide|Columbia Basin|
